transaction_id,customer_id,merchant_id,device_id,ip_id,timestamp,amount,location,account_age_days,device_age_days,transactions_last_10min,failed_attempts,location_change,amount_deviation,behavior_risk_count,is_fraud,fraud_probability,anomaly_score,model_decision,device_customer_count,ip_customer_count,device_transaction_count,ip_transaction_count,shared_device,shared_ip,entity_risk_count,graph_risk_score,fraud_signal,anomaly_signal,raw_risk_score,expected_fraud_loss,false_positive_cost,approve_cost,verify_cost,review_cost,recommended_action,minimum_expected_cost,decision_is_intervention,actual_fraud,financial_exposure_score,risk_score,risk_explanation,final_action,final_intervention
TX_0014667,CUST_02591,MER_0044,DEV_04761,IP_05261,2026-06-23 01:28:00,1865.65,Mumbai,659,1008,14,4,0,1.49,2,1,0.997294731828368,99.71369598508556,REVIEW,1.0,1.0,3.0,3.0,0,0,0,25.0,99.7294731828368,99.71369598508556,99.72474002351142,1860.6029164355948,18.6565,1860.6029164355948,397.1205832871189,168.03014582177983,REVIEW,168.03014582177983,1,1,95.51605200367507,98.88205578767909,high fraud probability; highly unusual behavioral pattern; elevated transaction velocity; multiple recent failed attempts,REVIEW,1
TX_0000579,CUST_03739,MER_0249,DEV_04250,IP_04196,2026-05-26 13:56:00,3898.37,Mumbai,1912,842,14,3,0,1.215,2,1,0.9764146252502426,99.80025301285039,REVIEW,2.0,1.0,9.0,5.0,1,0,1,45.0,97.64146252502425,99.80025301285039,98.28909967137209,3806.4254826367883,38.9837,3806.4254826367883,786.2850965273575,265.3212741318396,REVIEW,265.3212741318396,1,1,100.0,98.76080716636724,high fraud probability; highly unusual behavioral pattern; elevated transaction velocity; multiple recent failed attempts,REVIEW,1
TX_0016706,CUST_03751,MER_0057,DEV_04490,IP_01280,2026-06-24 16:43:00,19672.5,Ahmedabad,680,935,1,1,0,11.293,1,1,0.9854396843029171,97.78946667554432,REVIEW,3.0,1.0,10.0,4.0,1,0,2,53.0,98.54396843029171,97.78946667554432,98.31761790386749,19386.062189449134,196.725,19386.062189449134,3902.212437889826,1044.3031094724574,REVIEW,1044.3031094724574,1,1,100.0,98.60882421780914,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior,REVIEW,1
TX_0014902,CUST_03533,MER_0019,DEV_01299,IP_03870,2026-06-03 15:07:00,5000.0,Mumbai,851,13,4,2,1,5.15,4,1,0.9718664626343297,99.99334176709502,REVIEW,4.0,4.0,10.0,22.0,1,1,4,95.0,97.18664626343298,99.99334176709502,98.02865491453159,4859.332313171649,50.0,4859.332313171649,996.8664626343295,317.96661565858267,REVIEW,317.96661565858267,1,1,100.0,98.59132566184499,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior; elevated transaction velocity; newly observed device; unusual transaction location,REVIEW,1
TX_0000889,CUST_01860,MER_0196,DEV_02525,IP_01059,2026-06-24 03:16:00,1822.0,Chennai,1473,6,6,7,0,1.136,3,1,0.9989943378694879,99.82022771156535,REVIEW,1.0,1.0,3.0,4.0,0,0,0,26.5,99.89943378694879,99.82022771156535,99.87567196433375,1820.1676835982068,18.22,1820.1676835982068,389.0335367196413,166.00838417991042,REVIEW,166.00838417991042,1,1,93.44026583331068,98.58383837360614,high fraud probability; highly unusual behavioral pattern; elevated transaction velocity; multiple recent failed attempts; newly observed device,REVIEW,1
TX_0008436,CUST_01899,MER_0015,DEV_01015,IP_03041,2026-06-18 20:19:00,1865.73,Ahmedabad,1629,6,3,6,0,1.004,2,1,0.9936658116776759,99.493974299221,REVIEW,1.0,2.0,1.0,6.0,0,1,1,34.5,99.36658116776759,99.493974299221,99.40479910720362,1853.91211482139,18.6573,1853.91211482139,395.78242296427794,167.69560574106958,REVIEW,167.69560574106958,1,1,95.17257250609751,98.5659973748696,high fraud probability; highly unusual behavioral pattern; multiple recent failed attempts; newly observed device,REVIEW,1
TX_0004926,CUST_03797,MER_0084,DEV_03394,IP_04025,2026-06-18 21:48:00,23031.08,Chennai,610,253,2,1,1,11.399,2,1,0.9698493207252621,99.98002530128504,REVIEW,1.0,1.0,4.0,4.0,0,0,0,28.0,96.9849320725262,99.98002530128504,97.88346004115385,22336.67729356917,230.31080000000003,22336.67729356917,4492.335458713833,1191.8338646784596,REVIEW,1191.8338646784596,1,1,100.0,98.48647362664862,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior; unusual transaction location,REVIEW,1
TX_0003473,CUST_03178,MER_0071,DEV_04229,IP_01747,2026-06-14 15:34:00,2145.15,Bengaluru,1089,11,3,5,0,0.812,2,1,0.9673107307451716,99.1344297223517,REVIEW,0.0,2.0,0.0,13.0,0,1,2,35.5,96.73107307451716,99.1344297223517,97.45208006886752,2075.0266140580047,21.451500000000003,2075.0266140580047,440.0053228116009,178.75133070290033,REVIEW,178.75133070290033,1,1,100.0,98.10586545396409,high fraud probability; highly unusual behavioral pattern; multiple recent failed attempts; newly observed device,REVIEW,1
TX_0007892,CUST_03412,MER_0011,DEV_03536,IP_00305,2026-05-29 08:11:00,1779.95,Mumbai,1239,29,6,7,0,0.856,2,1,0.9984076232577898,99.78027831413543,REVIEW,2.0,2.0,9.0,6.0,1,1,2,54.5,99.84076232577898,99.78027831413543,99.8226171222859,1777.115649017703,17.799500000000002,1777.115649017703,380.4231298035405,163.85578245088521,REVIEW,163.85578245088521,1,1,91.23014333079779,98.10049332328968,high fraud probability; highly unusual behavioral pattern; elevated transaction velocity; multiple recent failed attempts,REVIEW,1
TX_0012420,CUST_00740,MER_0269,DEV_01680,IP_04350,2026-06-02 01:40:00,1811.07,Delhi,2221,15,8,4,0,1.885,2,1,0.9923342002593643,99.96670883547506,REVIEW,0.0,1.0,0.0,6.0,0,0,0,17.0,99.23342002593643,99.96670883547506,99.45340666879801,1797.1867000637267,18.1107,1797.1867000637267,384.43734001274527,164.8593350031864,REVIEW,164.8593350031864,1,1,92.26051232492635,98.058825128596,high fraud probability; highly unusual behavioral pattern; elevated transaction velocity; multiple recent failed attempts,REVIEW,1
TX_0016653,CUST_01015,MER_0127,DEV_04930,IP_00120,2026-06-21 12:05:00,42608.22,Chennai,625,1141,0,0,0,13.986,1,1,0.9692354204579361,98.58845462414276,REVIEW,2.0,1.0,14.0,5.0,1,0,2,51.5,96.92354204579361,98.58845462414276,97.42301581929834,41297.396026664246,426.0822,41297.396026664246,8284.479205332847,2139.869801333214,REVIEW,2139.869801333214,1,1,100.0,98.03830741013962,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior,REVIEW,1
TX_0003845,CUST_02005,MER_0032,DEV_04488,IP_05222,2026-05-27 05:51:00,7097.7,Kochi,814,712,0,0,1,4.129,2,1,0.9600023659717869,99.85351887609029,REVIEW,3.0,2.0,11.0,8.0,1,1,3,68.5,96.00023659717868,99.85351887609029,97.15622128085215,6813.8087929579515,70.977,6813.8087929579515,1387.76175859159,415.6904396478979,REVIEW,415.6904396478979,1,1,100.0,97.95617396141643,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior; unusual transaction location,REVIEW,1
TX_0009091,CUST_01387,MER_0157,DEV_04505,IP_03036,2026-06-22 14:30:00,20643.23,Pune,766,833,0,0,0,9.402,1,1,0.973622026072235,97.54977029096477,REVIEW,2.0,2.0,5.0,3.0,1,1,2,44.0,97.36220260722351,97.54977029096477,97.41847291234588,20098.703417275145,206.4323,20098.703417275145,4044.740683455028,1079.9351708637582,REVIEW,1079.9351708637582,1,1,100.0,97.94603239090118,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior,REVIEW,1
TX_0010485,CUST_01164,MER_0201,DEV_02152,IP_04641,2026-06-09 21:45:00,17859.07,Kochi,949,413,0,0,0,7.966,1,1,0.9720372110669269,97.6962514148745,REVIEW,1.0,1.0,3.0,4.0,0,0,0,26.5,97.20372110669268,97.6962514148745,97.35148019914722,17359.68059504902,178.5907,17359.68059504902,3496.9361190098034,942.9840297524518,REVIEW,942.9840297524518,1,1,100.0,97.91073597780868,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior,REVIEW,1
TX_0015178,CUST_03426,MER_0208,DEV_02314,IP_00951,2026-05-25 03:04:00,1877.6,Jaipur,1266,6,3,3,0,1.954,2,1,0.9825353657253892,99.42073373726613,REVIEW,0.0,2.0,0.0,8.0,0,1,1,28.0,98.25353657253892,99.42073373726613,98.60369572195708,1844.8084026859908,18.776,1844.8084026859908,393.9616805371981,167.24042013429963,REVIEW,167.24042013429963,1,1,94.70522365155679,97.89403313776066,high fraud probability; highly unusual behavioral pattern; multiple recent failed attempts; newly observed device,REVIEW,1
TX_0011888,CUST_03441,MER_0045,DEV_04643,IP_05227,2026-06-11 09:35:00,2335.95,Ahmedabad,1524,433,6,3,0,1.028,2,1,0.959293258776532,99.76030361542047,REVIEW,2.0,1.0,11.0,6.0,1,0,2,49.5,95.9293258776532,99.76030361542047,97.07861919898338,2240.86108783904,23.359499999999997,2240.86108783904,473.1722175678079,187.0430543919521,REVIEW,187.0430543919521,1,1,100.0,97.89275402345274,high fraud probability; highly unusual behavioral pattern; elevated transaction velocity; multiple recent failed attempts,REVIEW,1
TX_0002620,CUST_01423,MER_0002,DEV_03883,IP_00661,2026-05-27 11:18:00,7828.07,Bengaluru,580,1111,2,0,1,4.155,2,1,0.9575524656114103,99.9001265064252,REVIEW,1.0,1.0,5.0,5.0,0,0,0,31.0,95.75524656114102,99.9001265064252,96.99871054472626,7495.787729478712,78.2807,7495.787729478712,1524.157545895742,449.78938647393596,REVIEW,449.78938647393596,1,1,100.0,97.84766123249807,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior; unusual transaction location,REVIEW,1
TX_0019760,CUST_00259,MER_0009,DEV_03015,IP_02889,2026-06-01 11:35:00,26857.04,Bengaluru,227,330,1,1,0,8.462,1,1,0.9641658303678415,98.78820161129237,REVIEW,3.0,2.0,10.0,8.0,1,1,3,67.0,96.41658303678415,98.78820161129237,97.1280686091366,25894.640272822337,268.5704,25894.640272822337,5203.928054564466,1369.7320136411179,REVIEW,1369.7320136411179,1,1,100.0,97.84475200177978,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior,REVIEW,1
TX_0000125,CUST_03133,MER_0278,DEV_03468,IP_03951,2026-06-05 05:54:00,19190.71,Bengaluru,1854,257,1,0,0,14.3,1,1,0.9613110680908725,98.8214927758173,REVIEW,2.0,1.0,9.0,4.0,1,0,1,43.5,96.13110680908726,98.8214927758173,96.93822259910627,18448.241927522187,191.90709999999999,18448.241927522187,3714.6483855044366,997.4120963761102,REVIEW,997.4120963761102,1,1,100.0,97.71200123728882,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior,REVIEW,1
TX_0019388,CUST_03910,MER_0083,DEV_00841,IP_05575,2026-06-29 00:02:00,19806.23,Chennai,1699,465,1,0,0,11.217,1,1,0.9604247090519802,98.53518876090286,REVIEW,3.0,2.0,15.0,7.0,1,1,3,70.5,96.04247090519802,98.53518876090286,96.79028626190947,19022.3926851666,198.0623,19022.3926851666,3829.4785370333193,1026.1196342583307,REVIEW,1026.1196342583307,1,1,100.0,97.58179208086986,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior,REVIEW,1
TX_0019468,CUST_00432,MER_0264,DEV_04790,IP_05347,2026-05-30 22:44:00,16862.23,Pune,511,1184,3,0,0,13.83,1,1,0.9554482947346485,99.11445502363672,REVIEW,1.0,1.0,4.0,4.0,0,0,0,28.0,95.54482947346486,99.11445502363672,96.61571713851642,16110.988898923431,168.6223,16110.988898923431,3247.1977797846857,880.5494449461722,REVIEW,880.5494449461722,1,1,100.0,97.50675124382344,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior,REVIEW,1
TX_0002299,CUST_02226,MER_0055,DEV_04073,IP_01283,2026-06-18 08:18:00,19730.4,Ahmedabad,573,979,3,0,0,11.879,1,1,0.9609476459941548,98.10240362207871,REVIEW,1.0,1.0,4.0,4.0,0,0,0,28.0,96.09476459941548,98.10240362207871,96.69705630621445,18959.881434523075,197.30400000000003,18959.881434523075,3816.976286904614,1022.9940717261546,REVIEW,1022.9940717261546,1,1,100.0,97.47810338633136,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior,REVIEW,1
TX_0015791,CUST_02028,MER_0040,DEV_01637,IP_05966,2026-06-10 10:16:00,7027.75,Delhi,984,770,1,1,1,3.537,2,1,0.9489303896183202,99.80025301285039,REVIEW,3.0,1.0,11.0,3.0,1,0,2,53.0,94.89303896183202,99.80025301285039,96.36520317713753,6668.84554564015,70.2775,6668.84554564015,1358.7691091280296,408.4422772820078,REVIEW,408.4422772820078,1,1,100.0,97.38659538477113,high fraud probability; highly unusual behavioral pattern; unusual transaction location,REVIEW,1
TX_0011065,CUST_02997,MER_0059,DEV_02149,IP_00950,2026-06-27 15:24:00,30668.26,Hyderabad,1166,576,2,2,0,13.794,1,1,0.9516213840204157,99.21432851721154,REVIEW,1.0,2.0,3.0,6.0,0,1,1,37.5,95.16213840204158,99.21432851721154,96.37779543659256,29184.572026697955,306.6826,29184.572026697955,5861.914405339589,1534.2286013348992,REVIEW,1534.2286013348992,1,1,100.0,97.34536775618425,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior,REVIEW,1
TX_0011589,CUST_00541,MER_0018,DEV_04027,IP_02843,2026-06-11 20:41:00,11643.41,Pune,1794,1001,1,0,1,6.985,2,1,0.9416339844040258,99.98002530128504,REVIEW,1.0,1.0,3.0,3.0,0,0,0,25.0,94.16339844040257,99.98002530128504,95.90838649866731,10963.830550349678,116.4341,10963.830550349678,2217.766110069935,623.1915275174844,REVIEW,623.1915275174844,1,1,100.0,97.0757068105868,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior; unusual transaction location,REVIEW,1
TX_0018309,CUST_02483,MER_0214,DEV_02523,IP_04351,2026-05-27 00:16:00,2306.55,Hyderabad,656,92,9,2,0,0.878,1,1,0.9540187970180619,97.80944137425928,REVIEW,1.0,1.0,5.0,5.0,0,0,0,31.0,95.4018797018062,97.80944137425928,96.12414820354212,2200.492056262011,23.065500000000004,2200.492056262011,465.09841125240206,185.02460281310064,REVIEW,185.02460281310064,1,1,100.0,97.04377226318088,high fraud probability; highly unusual behavioral pattern; elevated transaction velocity,REVIEW,1
TX_0013629,CUST_01988,MER_0142,DEV_00653,IP_04158,2026-06-02 00:53:00,29480.95,Hyderabad,1272,829,3,0,0,11.557,1,1,0.9498550341820171,98.2555429788934,REVIEW,1.0,3.0,6.0,17.0,0,1,2,61.0,94.98550341820172,98.2555429788934,95.96651528640922,28002.628769968338,294.8095,28002.628769968338,5625.5257539936665,1475.1314384984182,REVIEW,1475.1314384984182,1,1,100.0,96.96941460276888,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior,REVIEW,1
TX_0002045,CUST_01064,MER_0288,DEV_04581,IP_03715,2026-05-30 23:50:00,13784.99,Chennai,513,351,1,1,0,8.243,1,1,0.9537986964040521,97.57640322258473,REVIEW,2.0,1.0,3.0,1.0,1,0,1,30.0,95.37986964040522,97.57640322258473,96.03882971505907,13148.105491942893,137.8499,13148.105491942893,2654.621098388578,732.4052745971453,REVIEW,732.4052745971453,1,1,100.0,96.96285578697803,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior,REVIEW,1
TX_0013175,CUST_00656,MER_0209,DEV_04856,IP_03262,2026-05-24 13:29:00,6498.18,Kochi,672,264,1,0,1,3.987,2,1,0.9378214259930705,99.80025301285039,REVIEW,1.0,2.0,4.0,12.0,0,1,2,48.0,93.78214259930705,99.80025301285039,95.58757572337005,6094.132433959651,64.9818,6094.132433959651,1243.82648679193,379.7066216979828,REVIEW,379.7066216979828,1,1,100.0,96.83114720350864,high fraud probability; highly unusual behavioral pattern; unusual transaction location,REVIEW,1
TX_0013567,CUST_02444,MER_0165,DEV_00611,IP_02163,2026-06-20 17:21:00,1685.29,Hyderabad,1838,970,14,4,0,1.258,2,1,0.9933114242789736,99.82022771156535,REVIEW,1.0,1.0,6.0,6.0,0,0,0,34.0,99.33114242789736,99.82022771156535,99.47786801299776,1674.0178102231114,16.852899999999998,1674.0178102231114,359.8035620446222,158.70089051115565,REVIEW,158.70089051115565,1,1,85.93750488291454,96.79914050400119,high fraud probability; highly unusual behavioral pattern; elevated transaction velocity; multiple recent failed attempts,REVIEW,1
TX_0006607,CUST_02483,MER_0171,DEV_02523,IP_04351,2026-06-05 05:11:00,2459.64,Hyderabad,656,1005,12,2,0,0.937,1,1,0.9503093259408646,97.43658033158,REVIEW,1.0,1.0,5.0,5.0,0,0,0,31.0,95.03093259408647,97.43658033158,95.75262691533452,2337.418830457188,24.5964,2337.418830457188,492.48376609143753,191.8709415228595,REVIEW,191.8709415228595,1,1,100.0,96.74644039651723,high fraud probability; highly unusual behavioral pattern; elevated transaction velocity,REVIEW,1
TX_0019600,CUST_02181,MER_0124,DEV_02282,IP_01946,2026-06-11 04:52:00,17883.14,Chennai,1730,525,2,0,0,11.411,1,1,0.941607959198275,98.78820161129237,REVIEW,2.0,2.0,4.0,6.0,1,1,2,47.0,94.1607959198275,98.78820161129237,95.54901762726696,16838.90695945704,178.8314,16838.90695945704,3392.781391891407,916.9453479728527,REVIEW,916.9453479728527,1,1,100.0,96.71685844330146,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior,REVIEW,1
TX_0019998,CUST_01100,MER_0144,DEV_01341,IP_04036,2026-06-12 21:20:00,5099.46,Hyderabad,682,731,2,0,1,6.862,2,1,0.9331567111319858,99.96670883547506,REVIEW,2.0,1.0,6.0,3.0,1,0,1,37.5,93.31567111319859,99.96670883547506,95.31098242988152,4758.595322149116,50.9946,4758.595322149116,976.7190644298231,312.92976610745603,REVIEW,312.92976610745603,1,1,100.0,96.64784820724181,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior; unusual transaction location,REVIEW,1
TX_0017896,CUST_03977,MER_0091,DEV_03572,IP_04336,2026-06-17 21:21:00,11089.08,Jaipur,1106,620,3,1,0,14.919,1,1,0.9410835278910276,98.47526466475797,REVIEW,1.0,1.0,7.0,7.0,0,0,0,37.0,94.10835278910275,98.47526466475797,95.41842635179933,10435.750527465836,110.8908,10435.750527465836,2112.150105493167,596.7875263732923,REVIEW,596.7875263732923,1,1,100.0,96.59675579397876,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior,REVIEW,1
TX_0011408,CUST_00422,MER_0098,DEV_02156,IP_03807,2026-06-18 05:24:00,7698.15,Mumbai,924,1114,2,0,0,9.841,1,1,0.9432273063815093,98.05579599174379,REVIEW,4.0,1.0,11.0,5.0,1,0,2,62.0,94.32273063815093,98.05579599174379,95.44265024422879,7261.105288620815,76.9815,7261.105288620815,1477.2210577241628,438.0552644310411,REVIEW,438.0552644310411,1,1,100.0,96.57810411659861,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior,REVIEW,1
TX_0011903,CUST_01857,MER_0075,DEV_04001,IP_04455,2026-06-23 13:19:00,20633.82,Ahmedabad,256,325,0,2,0,8.384,1,1,0.9333441661899203,99.61382249151075,REVIEW,2.0,3.0,6.0,15.0,1,1,3,69.0,93.33441661899204,99.61382249151075,95.21823838074764,19258.455523212902,206.3382,19258.455523212902,3876.69110464258,1037.922776160646,REVIEW,1037.922776160646,1,1,100.0,96.55135505694923,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior,REVIEW,1
TX_0008204,CUST_01997,MER_0230,DEV_00848,IP_04992,2026-05-25 11:14:00,14326.58,Kochi,1035,233,0,0,0,7.684,1,0,0.9420074901726468,98.12903655369864,REVIEW,1.0,3.0,3.0,11.0,0,1,2,53.0,94.20074901726468,98.12903655369864,95.37923527819487,13495.745668557638,143.2658,13495.745668557638,2724.149133711527,749.7872834278825,REVIEW,749.7872834278825,1,0,100.0,96.53908547474194,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior,REVIEW,1
TX_0015280,CUST_02085,MER_0275,DEV_03120,IP_01090,2026-06-18 14:17:00,9221.6,Kochi,1101,328,0,1,0,9.185,1,0,0.9374137586697784,98.7748851454824,REVIEW,2.0,1.0,8.0,5.0,1,0,1,43.5,93.74137586697783,98.7748851454824,95.25142865052919,8644.454716949229,92.21600000000001,8644.454716949229,1753.8909433898455,507.2227358474618,REVIEW,507.2227358474618,1,0,100.0,96.50315347713364,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior,REVIEW,1
TX_0006382,CUST_03380,MER_0147,DEV_04875,IP_00169,2026-06-13 05:13:00,9536.2,Ahmedabad,673,1155,2,0,0,12.848,1,1,0.9383825038510476,98.50189759637792,REVIEW,2.0,1.0,10.0,6.0,1,0,2,48.0,93.83825038510476,98.50189759637792,95.2373445484867,8948.603233224361,95.36200000000001,8948.603233224361,1814.7206466448717,522.4301616612184,REVIEW,522.4301616612184,1,1,100.0,96.46969447146574,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior,REVIEW,1
TX_0007225,CUST_00814,MER_0285,DEV_00215,IP_03331,2026-06-29 16:33:00,5476.54,Ahmedabad,1004,455,2,1,1,3.227,2,1,0.9274547756530143,99.80025301285039,REVIEW,1.0,2.0,1.0,5.0,0,1,1,33.0,92.74547756530143,99.80025301285039,94.86191019956611,5079.243177054759,54.7654,5079.243177054759,1040.8486354109516,328.9621588527382,REVIEW,328.9621588527382,1,1,100.0,96.31281468650583,high fraud probability; highly unusual behavioral pattern; unusual transaction location,REVIEW,1
TX_0016060,CUST_03798,MER_0101,DEV_02230,IP_04812,2026-06-20 02:01:00,12842.12,Hyderabad,582,309,0,1,0,9.484,1,0,0.9335523940936588,98.6217457886677,REVIEW,1.0,2.0,2.0,5.0,0,1,1,34.5,93.35523940936588,98.6217457886677,94.93519132315643,11988.791871238058,128.4212,11988.791871238058,2422.758374247611,674.4395935619034,REVIEW,674.4395935619034,1,0,100.0,96.26414344128324,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior,REVIEW,1
TX_0005968,CUST_01700,MER_0157,DEV_02511,IP_03527,2026-06-23 19:15:00,5849.17,Kolkata,1415,556,8,3,0,1.756,2,1,0.9262518687052276,99.78027831413543,REVIEW,1.0,3.0,6.0,18.0,0,1,2,61.0,92.62518687052275,99.78027831413543,94.77171430360654,5417.804642874556,58.4917,5417.804642874556,1108.5609285749108,345.89023214372804,REVIEW,345.89023214372804,1,1,100.0,96.246676929502,high fraud probability; highly unusual behavioral pattern; elevated transaction velocity; multiple recent failed attempts,REVIEW,1
TX_0010753,CUST_00583,MER_0050,DEV_00720,IP_00365,2026-06-23 14:20:00,2120.61,Pune,641,18,3,5,0,1.031,1,1,0.9421468700612942,96.58432651974167,REVIEW,1.0,1.0,4.0,7.0,0,0,0,32.5,94.21468700612941,96.58432651974167,94.92557886021308,1997.926074120681,21.206100000000003,1997.926074120681,424.58521482413613,174.89630370603413,REVIEW,174.89630370603413,1,1,100.0,96.08264145898721,high fraud probability; highly unusual behavioral pattern; multiple recent failed attempts,REVIEW,1
TX_0010075,CUST_01995,MER_0216,DEV_04745,IP_04054,2026-06-12 01:39:00,17138.8,Kochi,309,1052,1,0,0,11.514,1,1,0.9304939560061003,98.36207470537319,REVIEW,1.0,4.0,4.0,20.0,0,1,2,64.0,93.04939560061003,98.36207470537319,94.64319933203896,15947.54981319735,171.388,15947.54981319735,3214.5099626394694,872.3774906598683,REVIEW,872.3774906598683,1,1,100.0,96.03332021191697,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior,REVIEW,1
TX_0011428,CUST_00979,MER_0208,DEV_02502,IP_03999,2026-06-04 22:51:00,9108.77,Delhi,1064,830,2,1,0,8.924,1,1,0.9290390935775552,98.05579599174379,REVIEW,1.0,2.0,3.0,9.0,0,1,1,42.0,92.90390935775552,98.05579599174379,94.449475347952,8462.403424406428,91.08770000000001,8462.403424406428,1717.4806848812852,498.12017122032177,REVIEW,498.12017122032177,1,1,100.0,95.86869347640089,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior,REVIEW,1
TX_0015394,CUST_01536,MER_0223,DEV_02922,IP_00579,2026-06-18 07:51:00,16663.75,Kolkata,899,426,1,0,1,6.439,2,1,0.9173370496344728,99.96670883547506,REVIEW,1.0,2.0,3.0,8.0,0,1,1,40.5,91.73370496344728,99.96670883547506,94.2036061250556,15286.275260846447,166.63750000000002,15286.275260846447,3082.255052169289,839.313763042323,REVIEW,839.313763042323,1,1,100.0,95.85686513236615,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior; unusual transaction location,REVIEW,1
TX_0007427,CUST_00194,MER_0279,DEV_00328,IP_00987,2026-05-25 06:47:00,1557.98,Bengaluru,531,24,7,3,0,1.186,2,1,0.998519870552405,99.76030361542047,REVIEW,0.0,1.0,0.0,7.0,0,0,0,18.5,99.8519870552405,99.76030361542047,99.82448202329448,1555.673987923236,15.5798,1555.673987923236,336.1347975846471,152.78369939616186,REVIEW,152.78369939616186,1,1,79.86219747301139,95.82652410684868,high fraud probability; highly unusual behavioral pattern; elevated transaction velocity; multiple recent failed attempts,REVIEW,1
TX_0011125,CUST_03855,MER_0060,DEV_02365,IP_04480,2026-06-23 17:08:00,5238.99,Chennai,1176,628,6,4,0,1.85,2,1,0.9173774810048482,99.78027831413543,REVIEW,3.0,1.0,16.0,6.0,1,0,2,61.0,91.73774810048482,99.78027831413543,94.15050716457999,4806.131449209589,52.3899,4806.131449209589,986.2262898419176,315.30657246047963,REVIEW,315.30657246047963,1,1,100.0,95.80295754448304,high fraud probability; highly unusual behavioral pattern; elevated transaction velocity; multiple recent failed attempts,REVIEW,1
TX_0000854,CUST_01290,MER_0149,DEV_01811,IP_00527,2026-06-18 14:40:00,10663.76,Hyderabad,300,232,0,0,1,14.267,2,1,0.9160211363499576,99.98668353419002,REVIEW,1.0,3.0,2.0,8.0,0,1,1,47.0,91.60211363499576,99.98668353419002,94.11748460475404,9768.229552963225,106.6376,9768.229552963225,1978.6459105926444,563.4114776481617,REVIEW,563.4114776481617,1,1,100.0,95.79706187775489,high fraud probability; highly unusual behavioral pattern; transaction amount is significantly above normal customer behavior; unusual transaction location,REVIEW,1
TX_0001210,CUST_00851,MER_0041,DEV_01396,IP_03192,2026-06-10 12:06:00,2275.9,Kolkata,445,6,0,2,0,1.321,1,1,0.9404697310423593,95.1794393767894,REVIEW,1.0,1.0,5.0,4.0,0,0,0,29.5,94.04697310423593,95.1794393767894,94.38671298600197,2140.4150608793057,22.759,2140.4150608793057,453.08301217586103,182.02075304396539,REVIEW,182.02075304396539,1,1,100.0,95.57731836515478,high fraud probability; highly unusual behavioral pattern; newly observed device,REVIEW,1
TX_0009757,CUST_03889,MER_0195,DEV_03812,IP_05985,2026-06-17 01:34:00,5853.73,Chennai,694,1069,0,0,1,3.889,2,1,0.9102957789721722,99.9001265064252,REVIEW,1.0,1.0,4.0,4.0,0,0,0,28.0,91.02957789721722,99.9001265064252,93.6907424799796,5328.625710242773,58.537299999999995,5328.625710242773,1090.7251420485543,341.43128551213886,REVIEW,341.43128551213886,1,1,100.0,95.48482690053618,high fraud probability; highly unusual behavioral pattern; unusual transaction location,REVIEW,1
